Unnamed: 0,book_id,title,year,pages,description,genres,average_rating,ratings_count,books_count,authors
1044,1120,Aesop's Fables,-560,306,aesops fables,"classics, fiction, fantasy, philosophy",4.05,88508,942,Aesop
1083,1160,"The Big Sleep (Philip Marlowe, #1)",1939,231,down these mean streets a man must go who is not himself mean who is neither tarnished nor afraidhe is the hero; he is everything he must be a complete man and a common man and yet an unusual man this is the code of the private eye as defined by raymond chandler in his 1944 essay the simple act of murder such a man was philip marlowe private eye an educated heroic streetwise rugged individualist and the hero of chandlers first novel the big sleep this work established chandler as the master of the hardboiled detective novel and his articulate and literary style of writing won him a large audience which ranged from the man in the street to the most sophisticated intellectual,"mystery, fiction, classics, crime, thriller",4.04,84489,238,Raymond Chandler
1089,1167,The Divine Comedy,1308,798,the divine comedy describes dantes descent into hell with virgil as a guide; his ascent of mount purgatory and encounter with his dead love beatrice; and finally his arrival in heaven examining questions of faith desire and enlightenment the poem is a brilliantly nuanced and moving allegory of human redemption dante alighieri was born in florence in 1265 and belonged to a noble but impoverished family his life was divided by political duties and poetry the most of famous of which was inspired by his meeting with bice portinari whom he called beatriceincluding la vita nuova and the divine comedy he died in ravenna in 1321,"classics, poetry, fiction, religion, philosophy, fantasy",4.06,74130,1579,Dante Alighieri
1131,1210,"Anne of Avonlea (Anne of Green Gables, #2)",1909,304,at sixteen anne is grown upalmost her gray eyes shine like evening stars but her red hair is still as peppery as her temper in the years since she arrived at green gables as a frecklefaced orphan she has earned the love of the people of avonlea and a reputation for getting into scrapes but when anne begins her job as the new schoolteacher the real test of her character begins along with teaching the three rs she is learning how complicated life can be when she meddles in someone elses romance finds two new orphans at green gables and wonders about the strange behaviour of the very handsome gilbert blythe as anne enters womanhood her adventures touch the heart and the funny bone,"classics, fiction, youngadult, historicalfiction, romance",4.21,99918,203,L.M. Montgomery
1252,1338,The Book of Mormon: Another Testament of Jesus Christ,1830,531,the book of mormon another testament of jesus christ,"religion, nonfiction, spirituality, history, classics, christian",4.37,63530,343,Anonymous
1324,1410,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",1926,288,considered to be one of agatha christies most controversial mysteries the murder of roger ackroyd breaks all the rules of traditional mystery writing the peaceful english village of king’s abbot is stunned first the attractive widow ferrars dies from an overdose of veronal not twentyfour hours later roger ackroydthe man she had planned to marryis murdered it is a baffling complex case involving blackmail suicide and violent death a cast that taxes hercule poirot’s “little grey cells” before he reaches one of the most startling conclusions of his fabled career,"mystery, fiction, classics, crime, thriller",4.2,71354,296,Agatha Christie
1374,1461,The Memoirs of Sherlock Holmes,1894,321,silver blaze the adventure of the yellow face the adventure of the stockbrokers clerk the adventure of the gloria scott the adventure of the musgrave ritual the adventure of the reigate squires the adventure of the crooked man the adventure of the resident patient the adventure of the greek interpreter the adventure of the navel treaty the final problem,"classics, mystery, fiction, crime, historicalfiction",4.32,56918,639,Arthur Conan Doyle
1396,1486,"Through the Looking-Glass, and What Alice Found There",1871,228,in 1865 english author charles lutwidge dodgson  aka lewis carroll wrote a fantastical adventure story for the young daughters of a friend the adventures of alicenamed for one of the little girls to whom the book was dedicatedwho journeys down a rabbit hole and into a whimsical underworld realm instantly struck a chord with the british public and then with readers around the world in 1872 in reaction to the universal acclaim *alices adventures in wonderland* received dodgson published this sequel nothing is quite what it seems once alice journeys through the lookingglass and dodgsons wit is infectious as he explores concepts of mirror imagery time running backward and strategies of chessall wrapped up in the exploits of a spirited young girl who parries with the red queen tweedledee and tweedledum and other unlikely characters in many ways this sequel has had an even greater impact on todays pop culture than the first book,"classics, fantasy, fiction, youngadult",4.06,63050,918,Lewis Carroll
1420,1512,Twelve Years a Slave,1853,363,twelve years a slave subtitle narrative of solomon northup citizen of newyork kidnapped in washington city in 1841 and rescued in 1853 from a cotton plantation near the red river in louisiana is a memoir by solomon northup as told to and edited by david wilson it is a slave narrative of a black man who was born free in new york state but kidnapped in washington dc sold into slavery and kept in bondage for 12 years in louisiana he provided details of slave markets in washington dc and new orleans as well as describing at length cotton and sugar cultivation on major plantations in louisiana,"nonfiction, history, biography, classics, memoir",4.15,39758,749,Solomon Northup
1467,1561,Doctor Zhivago,1957,592,this epic tale about the effects of the russian revolution and its aftermath on a bourgeois family was not published in the soviet union until 1987 one of the results of its publication in the west was pasternaks complete rejection by soviet authorities; when he was awarded the nobel prize for literature in 1958 he was compelled to decline it the book quickly became an international bestsellerdr yury zhivago pasternaks alter ego is a poet philosopher and physician whose life is disrupted by the war and by his love for lara the wife of a revolutionary his artistic nature makes him vulnerable to the brutality and harshness of the bolsheviks the poems he writes constitute some of the most beautiful writing featured in the novel,"classics, fiction, historicalfiction, romance",4.03,59973,330,Boris Pasternak
1564,1664,A Room of One's Own,1929,112,a room of ones own is an extended essay by virginia woolf first published on the 24th of october 1929 the essay was based on a series of lectures she delivered at newnham college and girton college two womens colleges at cambridge university in october 1928 while this extended essay in fact employs a fictional narrator and narrative to explore women both as writers and characters in fiction the manuscript for the delivery of the series of lectures titled women and fiction and hence the essay are considered nonfiction the essay is seen as a feminist text and is noted in its argument for both a literal and figural space for women writers within a literary tradition dominated by patriarchy,"classics, nonfiction, philosophy",4.1,59868,340,Virginia Woolf
1566,1666,Shakespeare's Sonnets,1592,488,shakespeares sonnets,"poetry, classics, fiction, romance",4.24,58291,656,William Shakespeare
1579,1679,Leaves of Grass,1855,624,leaves of grass,"poetry, classics, fiction, philosophy",4.12,57763,624,Walt Whitman
1676,1784,The Raven,1844,64,in gustave doré one of the most prolific and successful book illustrators of the late 19h century edgar allan poes renowned poem the raven found perhaps its most perfect artistic interpreter dorés dreamlike otherworldly style tinged with melancholy seems ideally matched to the bleak despair of poes celebrated work among the most popular american poems ever writtenthis volume reprints all 26 of dorés detailed masterly engravings from a rare 19thcentury edition of the poem relevant lines from the poem are printed on facing pages and the complete text is also included admirers of doré will find ample evidence here of his characteristic ability to capture the mood and meaning of a work of literature in striking imagery; lovers of the raven will delight in seeing its mournful musing on love and loss given dramatic pictorial form,"classics, poetry, horror, fiction, mystery",4.28,56633,284,Edgar Allan Poe
1763,1877,The Elements of Style,1918,105,this style manual offers practical advice on improving writing skills throughout the emphasis is on promoting a plain english style this little book can help you communicate more effectively by showing you how to enliven your sentences,"nonfiction, classics, selfhelp, business",4.19,46041,240,William Strunk Jr.
1773,1887,Cyrano de Bergerac,1897,240,this is edmond rostands immortal play in which chivalry and wit bravery and love are forever captured in the timeless spirit of romance set in louis xiiis reign it is the moving and exciting drama of one of the finest swordsmen in france gallant soldier brilliant wit tragic poetlover with the face of a clown rostands extraordinary lyric powers gave birth to a universal herocyrano de bergeracand ensured his own reputation as author of one of the bestloved plays in the literature of the stagethis translation by the american poet brian hooker is nearly as famous as the original play itself and is generally considered to be one of the finest english verse translations ever written,"classics, fiction, romance, historicalfiction",4.05,54607,501,Edmond Rostand
1792,1907,The Merry Adventures of Robin Hood,1883,400,the merry adventures of robin hood of great renown in nottinghamshire is an 1883 novel by the american illustrator and writer howard pyle consisting of a series of episodes in the story of the english outlaw robin hood and his band of merry men the novel compiles traditional material into a coherent narrative in a colorful invented old english idiom that preserves some flavor of the ballads and adapts it for children the novel is notable for taking the subject of robin hood which had been increasingly popular through the 19th century in a new direction that influenced later writers artists and filmmakers through the next century1pyle had been submitting illustrated poems and fairy tales to new york publications since 1876 and had met with success the merry adventures of robin hood was the first novel he attempted he took his material from middle age ballads and wove them into a cohesive story altering them for coherence and the tastes of his child audience for example he included robin hood and the curtal friar in the narrative order to reintroduce friar tuck he needed a cooperative priest for the wedding of outlaw allan a dale pyles spelling of the original alanadale to his sweetheart ellen in the original a gest of robyn hode the life is saved of an anonymous wrestler who had won a bout but was likely to be murdered because he was a stranger pyle adapted it and gave the wrestler the identity of david of doncaster one of robins band in the story robin hood and the golden arrow in his novelistic treatment of the tales pyle thus developed several characters who had been mentioned in only one ballad such as david of doncaster or arthur a bland  pyles book continued the 19thcentury trend of portraying robin hood as a heroic outlaw who robs the rich to feed the poor; this portrayal contrasts with the robin hood of the ballads where the protagonist is an outandout crook whose crimes are motivated by personal gain rather than politics or a desire to help others1 for instance he modified the ballad robin hoods progress to nottingham changing it from robin killing fourteen foresters for not honoring a bet to robin defending himself against a band of armed robbers pyle has robin kill only one man who shoots at him first tales are changed in which robin steals all that an ambushed traveler carried such as robin hood and the bishop of hereford so that the victim keeps a third and another third is dedicated to the poor  pyle did not have much concern for historical accuracy but he renamed the queenconsort in the story robin hood and queen katherine as eleanor of aquitaine this made her compatible historically with king richard the lionhearted with whom robin eventually makes peace  the novel was first published by scribners in 1883 and met with immediate success1 ushering in a new era of robin hood stories it helped solidify the image of a heroic robin hood which had begun in earlier works such as walter scotts 1819 novel ivanhoe in pyles wake robin hood has become a staunch philanthropist protecting innocents against increasingly aggressive villains1 along with the publication of the child ballads by francis james child which included most of the surviving robin hood ballads pyles novel helped increase the popularity of the robin hood legend in the united states the merry adventures also had an effect on subsequent childrens literature it helped move the robin hood legend out of the realm of penny dreadfuls and into the realm of respected childrens books2 after pyle robin hood became an increasingly popular subject for childrens books louis rheads bold robin hood and his outlaw band 1912 and paul creswicks robin hood 1917 illustrated by pyles pupil n c,"classics, fiction, historicalfiction, fantasy, youngadult",4.05,48879,472,Howard Pyle
1795,1910,The Arabian Nights,800,1049,this volume reproduces the 1932 modern library edition for which bennett a cerf chose the most famous and representative stories from sir richard f burtons multivolume translation and includes burtons extensive and acclaimed explanatory notes the tales of told by shahrazad over a thousand and one nights to delay her execution by the vengeful king shahriyar have become among the most popular in both eastern and western literature as recounted by sir francis burton from the epic adventures of aladdin and the enchanted lamp to the farcical young woman and her five lovers and the social criticism of the tale of the hunchback the stories depict a fabulous world of allpowerful sorcerers jinns imprisoned in bottles and enchanting princesses but despite their imaginative extravagance the tales are anchored to everyday life by their realism providing a full and intimate record of medieval islam,"classics, fiction, fantasy",4.06,46656,832,Anonymous
1848,1967,Meditations,180,303,written in greek by the only roman emperor who was also a philosopher without any intention of publication the meditations of marcus aurelius offer a remarkable series of challenging spiritual reflections and exercises developed as the emperor struggled to understand himself and make sense of the universe while the meditations were composed to provide personal consolation and encouragement marcus aurelius also created one of the greatest of all works of philosophy a timeless collection that has been consulted and admired by statesmen thinkers and readers throughout the centuries,"philosophy, nonfiction, classics, history, selfhelp, psychology, spirituality",4.2,43876,768,Marcus Aurelius
1881,2002,The Death of Ivan Ilych,1886,86,hailed as one of the worlds supreme masterpieces on the subject of death and dying the death of ivan ilyich is the story of a worldly careerist a high court judge who has never given the inevitability of his dying so much as a passing thought but one day death announces itself to him and to his shocked surprise he is brought face to face with his own mortality how tolstoy asks does an unreflective man confront his one and only moment of truth?this short novel was an artistic culmination of a profound spiritual crisis in tolstoys life a nineyear period following the publication of anna karenina during which he wrote not a word of fictiona thoroughly absorbing and at times terrifying glimpse into the abyss of death it is also a strong testament to the possibility of finding spiritual salvation,"classics, fiction, philosophy",4.04,46357,438,Leo Tolstoy
1902,2024,The Fall,1956,147,jeanbaptiste clamence a successful parisian barrister has come to recognize the deepseated hypocrisy of his existence his epigrammatic and above all discomforting monologue gradually saps then undermines the readers own complacency,"fiction, philosophy, classics",4.05,43269,205,Albert Camus
1952,2082,The Qur'an / القرآن الكريم,609,604,the quran english pronunciation kɔrˈɑːn; arabic القرآن‎ alqurʾān ipa qurˈʔaːn literally meaning the recitation also transliterated quran koran alcoran coran kuran and alquran is the central religious text of islam which muslims believe to be the verbatim word of god arabic الله‎ allah the quran is composed of verses ayat that make up 114 chapters suras of unequal length which are classified either as meccan المكية or medinan المدنية depending upon the place and time of their claimed revelation muslims believe the quran to be verbally revealed through the angel jibrīl gabriel from god to muhammad gradually over a period of approximately 23 years beginning on 22 december 609 ce when muhammad was 40 and concluding in 632 ce the year of his deathmuslims regard the quran as the main miracle of muhammad the proof of his prophethood and the culmination of a series of divine messages that started with the messages revealed to adam regarded in islam as the first prophet and continued with suhuf ibrahim scrolls of abraham the tawrat torah or pentateuch of moses the zabur tehillim or book of psalms of david and the injil gospel of jesus the quran assumes familiarity with major narratives recounted in jewish and christian scriptures summarizing some dwelling at length on others and in some cases presenting alternative accounts and interpretations of events the quran describes itself as a book of guidance sometimes offering detailed accounts of specific historical events and often emphasizing the moral significance of an event over its narrative sequence,"religion, nonfiction, classics, philosophy, spirituality, history",4.34,31765,702,Anonymous
1965,2097,Demian. Die Geschichte von Emil Sinclairs Jugend,1919,194,wie alle hauptwerke hermann hesses hat auch der demian den der damals 40jährige autor mitten im ersten weltkrieg schrieb eine ebenso ungewöhnliche wie spannende entstehungs und wirkungsgeschichte daß dieses im herbst 1917 vollendete buch erst im juni 1919 ein halbes jahr nach kriegsende veröffentlicht wurde lag an der unbekanntheit des verfassers denn hesse hatte das manuskript dem verlag als das erstlingswerk eines kranken jungen dichters empfohlen des zeitkritischen poeten emil sinclair der bisher nur in zeitungen und zeitschriften durch pazifistische mahnrufe und erzählungen aufgefallen war die gleichfalls von hesse stammten doch trotz des inkognitos erlebte das buch eine geradezu stürmische aufnahme und wurde noch im erscheinungsjahr mit dem fontanepreis für das beste erstlingswerk eines nachwuchsautors ausgezeichnet thomas mann verglich die elektrisierende wirkung des buches mit der von goethes werther da es »mit unheimlicher genauigkeit den nerv der zeit traf und eine ganze jugend die wähnte aus ihrer mitte sei ihr ein künder ihres tiefsten lebens entstanden zu dankbarem entzücken hinriß« bis zur entdeckung des pseudonyms im mai 1920 erschienen drei auflagen denen dann unter hesses eigenem namen zu seinen lebzeiten noch 93 weitere folgten,"fiction, classics, philosophy, spirituality",4.1,37459,347,Hermann Hesse
2009,2142,The Iliad/The Odyssey,-762,1556,gripping listeners and readers for more than 2700 years the iliad is the story of the trojan war and the rage of achilles combining the skills of a poet and scholar robert fagles brings the energy of contemporary language to this enduring heroic epic if the iliad is the worlds greatest war story then the odyssey is literatures greatest evocation of every mans journey through life here again fagles has performed the translators task magnificently giving us an odyssey to read aloud to savor and to treasure for its sheer lyrical mastery each volume contains a superb introduction with textual and critical commentary by renowned classicist bernard knox,"classics, fiction, poetry, fantasy, historicalfiction",4.03,47825,255,Homer
2023,2157,The Yellow Wall-Paper,1892,64,‘it is stripped off  the paper  in great patches    the colour is repellent    in the places where it isn’t faded and where the sun is just so  i can see a strange provoking formless sort of figure that seems to skulk about   ’based on the author’s own experiences the yellow wallpaper is the chilling tale of a woman driven to the brink of insanity by the ‘rest cure’ prescribed after the birth of her child isolated in a crumbling colonial mansion in a room with bars on the windows the tortuous pattern of the yellow wallpaper winds its way into the recesses of her mind,"classics, fiction, horror",4.11,44677,336,Charlotte Perkins Gilman
2068,2209,The Complete Works,1623,1248,tempest	two gentlemen of verona	merry wives of windsor	measure for measure	comedy of errors	much ado about nothing	loves labours lost	midsummer nights dream	merchant of venice	as you like it	taming of the shrew	alls well that ends well	twelfth night	winters tale	king john	king richard ii	king henry iv part 1	king henry iv part 2	king henry v	king henry vi part 1	king henry vi part 2	king henry vi part 3	king richard iii	king henry viii	troilus and cressida	coriolanus	titus andronicus	romeo and juliet	timon of athens	julius caesar	macbeth	hamlet	king lear	othello	anthony and cleopatra	cymbeline	pericles	venus and adonis	rape of lucrece	sonnets	lovers complaint	passionate pilgrim	sonnets to sundry notes of music	phoenix and the turtle,"classics, poetry, fiction, historicalfiction",4.49,39503,828,William Shakespeare
2094,2236,Holy Bible: New International Version,1909,1248,the new international version is the worlds most popular bible in modern english and is renowned for its combination of accuracy and clarity of language,"religion, christian, nonfiction, classics, spirituality, history, philosophy",4.61,40430,1101,Anonymous
2118,2266,The Pursuit of God,1948,128,“as the hart panteth after the water brooks so panteth my soul after thee o god” this thirst for an intimate relationship with god claims aw tozer is not for a select few but should be the experience of every follower of christ  here is a masterly study of the inner life by a heart thirsting after god here is a book for every child of god pastor missionary and christian it deals with the deep things of god and the riches of his grace  in the pursuit of god tozer sheds light on the path to a closer walk with god,"christian, nonfiction, religion, spirituality, classics",4.38,35078,314,A.W. Tozer
2187,2336,The Bhagavad Gita,-400,160,the bhagavad gita is an early epic poem that recounts the conversation between arjuna the warrior and his charioteer krishna the manifestation of god in the moments before a great battle the dialogue sets out the important lessons arjuna must learn to change the outcome of the war he is to fight and culminates in krishna revealing to the warrior his true cosmic form counselling him to search for the universal perfection of life ranging from instructions on yoga postures to dense moral discussion the gita is one of the most important hindu texts as well as serving as a practical guide to living well,"religion, philosophy, classics, spirituality, nonfiction, poetry, history",4.1,33225,596,KrishnaDwaipayana Vyasa
2193,2342,Beyond Good and Evil,1886,240,friedrich nietzsches beyond good and evil is translated from the german by rj hollingdale with an introduction by michael tanner in penguin classicsbeyond good and evil confirmed nietzsches position as the towering european philosopher of his age the work dramatically rejects the tradition of western thought with its notions of truth and god good and evil nietzsche demonstrates that the christian world is steeped in a false piety and infected with a slave morality with wit and energy he turns from this critique to a philosophy that celebrates the present and demands that the individual imposes their own will to power upon the worldthis edition includes a commentary on the text by the translator and michael tanners introduction which explains some of the more abstract passages in beyond good and evilfrederich nietzsche  became the chair of classical philology at basel university at the age of 24 until his bad health forced him to retire in 1879 he divorced himself from society until his final collapse in 1899 when he became insane a powerfully original thinker nietzsches influence on subsequent writers such as george bernard shaw dh lawrence thomas mann and jeanpaul sartre was considerableif you enjoyed beyond good and evil you might like nietzsches thus spoke zarathustra also available in penguin classicsone of the greatest books of a very great thinker michael tanner,"philosophy, nonfiction, classics, religion, psychology, history",4.01,37181,658,Friedrich Nietzsche
2216,2366,Metamorphoses,8,723,prized through the ages for its splendor and its savage sophisticated wit the metamorphoses is a masterpiece of western culturethe first attempt to link all the greek myths before and after homer in a cohesive whole to the roman myths of ovids day horace gregory in this modern translation turns his poetic gifts toward a deft reconstruction of ovids ancient themes using contemporary idiom to bring todays reader all the ageless drama and psychological truths vividly intact from the book jacket,"classics, poetry, fiction, fantasy, philosophy",4.03,42590,437,Ovid
2353,2517,The Spy Who Came In from the Cold,1963,224,in this classic john le carres third novel and the first to earn him international acclaim he created a world unlike any previously experienced in suspense fiction with unsurpassed knowledge culled from his years in british intelligence le carre brings to light the shadowy dealings of international espionage in the tale of a british agent who longs to end his career but undertakes one final bonechilling assignment when the last agent under his command is killed and alec leamas is called back to london he hopes to come in from the cold for good his spymaster control however has other plans determined to bring down the head of east german intelligence and topple his organization control once more sends leamas into the fray  this time to play the part of the dishonored spy and lure the enemy to his ultimate defeat,"fiction, thriller, mystery, classics, suspense, crime",4.05,37557,216,John le Carré
2472,2649,The Story of My Experiments With Truth,1940,528,mohandas k gandhi is one of the most inspiring figures of our time in his classic autobiography he recounts the story of his life and how he developed his concept of active nonviolent resistance which propelled the indian struggle for independence and countless other nonviolent struggles of the twentieth centuryin a new foreword noted peace expert and teacher sissela bok urges us to adopt gandhis attitude of experimenting of testing what will and will not bear close scrutiny what can and cannot be adapted to new circumstances in order to bring about change in our own lives and communities all royalties earned on this book are paid to the navajivan trust founded by gandhi for use in carrying on his work,"biography, nonfiction, history, philosophy, memoir, spirituality",4.07,28177,208,Mahatma Gandhi
2482,2660,As a Man Thinketh,1902,80,the mind guides our footsteps as we progress along the pathway of lifepurity of mind leads inevitably to purity of life to the precious love and understanding that should control our everyday acts and attitudes towards friends and foesbut where must one look for guidance? how does one achieve purity of mind that alone brings happiness and confidence?the author offers his clear answers in this book as a man thinketh his words have helped millions for more than a centuryand they continue to point the true way to a better life for a troubled humanityout of a clean heart comes a clean life and a clean body james allen writes out of a defiled mind proceeds a defiled life and a corrupt bodytoo many mortals strive to improve only their wordly positionand too few seek spiritual betterment such is the problem james allen faced in his own time the ideas he found in his innermost heart after great searching guided him as they will guide you,"selfhelp, nonfiction, philosophy, psychology, classics, spirituality, business",4.29,29122,532,James Allen
2536,2720,Autobiography of a Yogi,1946,448,this acclaimed autobiography presents a fascinating portrait of one of the great spiritual figures of our time with engaging candor eloquence and wit paramahansa yogananda narrates the inspiring chronicle of his life the experiences of his remarkable childhood encounters with many saints and sages during his youthful search throughout india for an illumined teacher ten years of training in the hermitage of a revered yoga master and the thirty years that he lived and taught in america also recorded here are his meetings with mahatma gandhi rabindranath tagore luther burbank the catholic stigmatist therese neumann and other celebrated spiritual personalities of east and west autobiography of a yogi is at once a beautifully written account of an exceptional life and a profound introduction to the ancient science of yoga and its timehonored tradition of meditation the author clearly explains the subtle but definite laws behind both the ordinary events of everyday life and the extraordinary events commonly termed miracles his absorbing life story thus becomes the background for a penetrating and unforgettable look at the ultimate mysteries of human existence considered a modern spiritual classic the book has been translated into more than twenty languages and is widely used as a text and reference work in colleges and universities a perennial bestseller since it was first published sixty years ago autobiography of a yogi has found its way into the hearts of millions of readers around the world,"spirituality, biography, nonfiction, philosophy, religion, memoir, selfhelp",4.22,26713,210,Paramahansa Yogananda
2677,2875,Of Human Bondage,1915,684,from a tormented orphan with a clubfoot philip carey grows into an impressionable young man with a voracious appetite for adventure and knowledge his cravings take him to paris at age eighteen to try his hand at art then back to london to study medicine but even so nothing can sate his nagging hunger for experience then he falls obsessively in love embarking on a disastrous relationship that will change his life forever…marked by countless similarities to maugham’s own life his masterpiece is “not an autobiography” as the author himself once contended “but an autobiographical novel; fact and fiction are inexorably mingled; the emotions are my own”,"classics, fiction, romance",4.11,33028,343,W. Somerset Maugham
2810,3020,The Metamorphosis and Other Stories,1915,224,the metamorphosis and other stories by franz kafka is part of the barnes & noble classics series which offers quality editions at affordable prices to the student and the general reader including new scholarship thoughtful design and pages of carefully crafted extras here are some of the remarkable features of barnes & noble classicsall editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest barnes & noble classics pulls together a constellation of influencesbiographical historical and literaryto enrich each readers understanding of these enduring worksvirtually unknown during his lifetime franz kafka is now one of the world’s most widely read and discussed authors his nightmarish novels and short stories have come to symbolize modern man’s anxiety and alienation in a bizarre hostile and dehumanized world this vision is most fully realized in kafka’s masterpiece “the metamorphosis” a story that is both harrowing and amusing and a landmark of modern literature bringing together some of kafka’s finest work this collection demonstrates the richness and variety of the author’s artistry “the judgment” which kafka considered to be his decisive breakthrough and “the stoker” which became the first chapter of his novel amerika are here included these two along with “the metamorphosis” form a suite of stories kafka referred to as “the sons” and they collectively present a devastating portrait of the modern familyalso included are “in the penal colony” a story of a torture machine and its operators and victims and “a hunger artist” about the absurdity of an artist trying to communicate with a misunderstanding public kafka’s lucid succinct writing chronicles the labyrinthine complexities the futilityladen horror and the stifling oppressiveness that permeate his vision of modern lifejason baker is a writer of short stories living in brooklyn new york,"classics, fiction, fantasy, philosophy, horror",4.01,29817,205,Franz Kafka
2866,3085,Narcissus and Goldmund,1930,320,narcissus and goldmund tells the story of two medieval men whose characters are diametrically opposite narcissus an ascetic monk firm in his religious commitment and goldmund a romantic youth hungry for knowledge and worldly experience first published in 1930 hesses novel remains a moving and pointed exploration of the conflict between the life of the spirit and the life of the flesh it is a theme that transcends all time,"philosophy, classics, historicalfiction, fiction, spirituality",4.19,25544,214,Hermann Hesse
2917,3139,A Hero of Our Time,1840,185,in its adventurous happenings its abductions duels and sexual intrigues a hero of our time looks backward to the tales of sir walter scott and lord byron so beloved by russian society in the 1820s and 30s in the character of its protagonist pechorin the archetypal russian antihero lermontovs novel looks forward to the subsequent glories and passion of russian literature that it helped in great measure to make possible,"classics, fiction, historicalfiction",4.11,29747,317,Mikhail Lermontov
3020,3252,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,1876,520,the adventures of tom sawyertake a lighthearted nostalgic trip to a simpler time seen through the eyes of a very special boy named tom sawyer it is a dreamlike summertime world of hooky and adventure pranks and punishment villains and first love filled with memorable characters adults and young readers alike continue to enjoy this delightful classic of the promise and dreams of youth from one of america’s most beloved authors adventures of huckleberry finnhe has no mother his father is a brutal drunkard and he sleeps in a barrel he’s huck finnliar sometime thief and rebel against respectability but when huck meets a runaway slave named jim his life changes forever on their exciting flight down the mississippi aboard a raft the boy nobody wanted matures into a young man of courage and conviction as ernest hemingway said of this glorious novel “all modern american literature comes from one book by mark twain called huckleberry finn”back cover,"classics, fiction, youngadult, historicalfiction",4.07,30228,202,Mark Twain
3067,3306,Just So Stories,1902,210,librarians note alternate cover edition can be found heretwelve stories about animals insects and other subjects include how the camel got his hump the butterfly that stamped and how the alphabet was made,"classics, fiction, fantasy, youngadult",4.09,35708,598,Rudyard Kipling
3103,3346,Wives and Daughters,1866,679,set in english society before the 1832 reform bill wives and daughters centres on the story of youthful molly gibson brought up from childhood by her father when he remarries a new stepsister enters mollys quiet life – loveable but worldly and troubling cynthia the narrative traces the development of the two girls into womanhood within the gossiping and watchful society of hollingfordwives and daughters is far more than a nostalgic evocation of village life; it offers an ironic critique of midvictorian society no nineteenthcentury novel contains a more devastating rejection than this of the victorian male assumption of moral authority writes pam morris in her introduction to this new edition in which she explores the novels main themes – the role of women darwinism and the concept of englishness – and its literary and social context,"classics, fiction, romance, historicalfiction",4.07,32029,253,Elizabeth Gaskell
3108,3351,"The Mysterious Island (Extraordinary Voyages, #12)",1874,723,after hijacking a balloon from a confederate camp a band of five northern prisoners escapes the american civil war seven thousand miles later they drop from the clouds onto an uncharted volcanic island in the pacific through teamwork scientific knowledge engineering and perseverance they endeavour to build a colony from scratch but this island of abundant resources has its secrets the castaways discover they are not alone a shadowy yet familiar agent of their unfathomable fate is watchingwhat unfolds in jules verne’s imaginative marvel is both an enthralling mystery and the ultimate in survivalist adventures,"classics, fiction, sciencefiction, fantasy",4.08,26440,661,Jules Verne
3152,3398,The Ugly Duckling,1843,40,for over one hundred years the ugly duckling has been a childhood favorite and jerry pinkneys spectacular new adaptation brings it triumphantly to new generations of readers with keen emotion and fresh vision the acclaimed artist captures the essence of the tales timeless appeal the journey of the awkward little bird  marching bravely through hecklers hunters and cruel seasons  is an unforgettable survival story; this blooming into a graceful swan is a reminder of the patience often necessary to discover true happiness splendid watercolors set in the lush countryside bring drama to life,"classics, fiction, fantasy",4.1,25306,232,Hans Christian Andersen
3171,3419,Incidents in the Life of a Slave Girl,1861,176,the true story of an individuals struggle for selfidentity selfpreservation and freedom incidents in the life of a slave girl remains among the few extant slave narratives written by a woman this autobiographical account chronicles the remarkable odyssey of harriet jacobs 1813–1897 whose dauntless spirit and faith carried her from a life of servitude and degradation in north carolina to liberty and reunion with her children in the northwritten and published in 1861 after jacobs harrowing escape from a vile and predatory master the memoir delivers a powerful and unflinching portrayal of the abuses and hypocrisy of the masterslave relationship jacobs writes frankly of the horrors she suffered as a slave her eventual escape after several unsuccessful attempts and her seven years in selfimposed exile hiding in a coffinlike garret attached to her grandmothers porcha rare firsthand account of a courageous womans determination and endurance this inspirational story also represents a valuable historical record of the continuing battle for freedom and the preservation of family,"nonfiction, history, classics, memoir, biography",4.08,24744,341,Harriet Jacobs
3200,3451,Letters to a Young Poet,1929,80,in 1903 a student at a military academy sent some of his verses to a wellknown austrian poet requesting an assessment of their value the older artist rainer maria rilke 1875–1926 replied to the novice in this series of letters  an amazing archive of remarkable insights into the ideas behind rilkes greatest poetry the ten letters reproduced here were written during an important stage in rilkes artistic development and they contain many of the themes that later appeared in his best works the poet himself afterwards stated that his letters contained part of his creative genius making this volume essential reading for scholars poetry lovers and anyone with an interest in rilke german poetry or the creative impulse,"poetry, nonfiction, classics, philosophy, art, memoir",4.34,25066,220,Rainer Maria Rilke
3206,3457,Les Fleurs du Mal,1857,365,presents the first american translation of the complete text of baudelaires 1857 masterwork and includes the complete original french texts for easy comparison,"poetry, classics, fiction",4.26,27124,667,Charles Baudelaire
